0,1,2,3,4,5,6,7,8,9
1.0,0.8033695234444728,0.001,0.022948568349834275,0.2071148224624767,0.9,0.9,0.08546284533144088,0.9,0.001
0.8033695234444728,1.0,0.001,0.7300905868917613,0.9,0.9,0.8326823960962358,0.9,0.8326823960962358,0.001
0.001,0.001,1.0,0.001,0.001,0.001,0.001,0.001,0.001,0.744745384526772
0.022948568349834275,0.7300905868917613,0.001,1.0,0.9,0.2934236542930555,0.026873575231468716,0.9,0.026873575231468716,0.2667579327846069
0.2071148224624767,0.9,0.001,0.9,1.0,0.7887146212584184,0.2298931393034105,0.9,0.2298931393034105,0.03390531269529529
0.9,0.9,0.001,0.2934236542930555,0.7887146212584184,1.0,0.9,0.568878645443822,0.9,0.001
0.9,0.8326823960962358,0.001,0.026873575231468716,0.2298931393034105,0.9,1.0,0.09670250654993517,0.9,0.001
0.08546284533144088,0.9,0.001,0.9,0.9,0.568878645443822,0.09670250654993517,1.0,0.09670250654993517,0.09670250654993517
0.9,0.8326823960962358,0.001,0.026873575231468716,0.2298931393034105,0.9,0.9,0.09670250654993517,1.0,0.001
0.001,0.001,0.744745384526772,0.2667579327846069,0.03390531269529529,0.001,0.001,0.09670250654993517,0.001,1.0
