0,1,2,3,4,5,6,7,8,9
1.0,0.8766494542778331,0.2298931393034105,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.8766494542778331,1.0,0.0016931089087419693,0.7300905868917605,0.9,0.9,0.9,0.9,0.9,0.39934117522018087
0.2298931393034105,0.0016931089087419693,1.0,0.36701672926314255,0.20711482246247614,0.06081680053119132,0.002062835743843361,0.06081680053119132,0.0030394292595065098,0.7007779803675679
0.9,0.7300905868917605,0.36701672926314255,1.0,0.9,0.9,0.7594017467899361,0.9,0.8180237506330494,0.9
0.9,0.9,0.20711482246247614,0.9,1.0,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.06081680053119132,0.9,0.9,1.0,0.9,0.9,0.9,0.9
0.9,0.9,0.002062835743843361,0.7594017467899361,0.9,0.9,1.0,0.9,0.9,0.43202179966106935
0.9,0.9,0.06081680053119132,0.9,0.9,0.9,0.9,1.0,0.9,0.9
0.9,0.9,0.0030394292595065098,0.8180237506330494,0.9,0.9,0.9,0.9,1.0,0.4954474766490319
0.9,0.39934117522018087,0.7007779803675679,0.9,0.9,0.9,0.43202179966106935,0.9,0.4954474766490319,1.0
