0,1,2,3,4,5,6,7,8,9
1.0,0.8473357021940435,0.2539292288814091,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.8473357021940435,1.0,0.0016931089087420803,0.6714700108942135,0.8766494542778337,0.9,0.9,0.9,0.9,0.3670167292631432
0.2539292288814091,0.0016931089087420803,1.0,0.43202179966106935,0.2298931393034105,0.0699250842178396,0.0025090535716252305,0.0699250842178396,0.004435463372446602,0.7300905868917605
0.9,0.6714700108942135,0.43202179966106935,1.0,0.9,0.9,0.7300905868917605,0.9,0.8180237506330494,0.9
0.9,0.8766494542778337,0.2298931393034105,0.9,1.0,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.0699250842178396,0.9,0.9,1.0,0.9,0.9,0.9,0.9
0.9,0.9,0.0025090535716252305,0.7300905868917605,0.9,0.9,1.0,0.9,0.9,0.43202179966106935
0.9,0.9,0.0699250842178396,0.9,0.9,0.9,0.9,1.0,0.9,0.9
0.9,0.9,0.004435463372446602,0.8180237506330494,0.9,0.9,0.9,0.9,1.0,0.5249112782994905
0.9,0.3670167292631432,0.7300905868917605,0.9,0.9,0.9,0.43202179966106935,0.9,0.5249112782994905,1.0
