0,1,2,3,4,5,6,7,8,9
1.0,0.001,0.01801959643153994,0.9,0.24149914416722618,0.9,0.2183395834986026,0.009139504149281552,0.9,0.9
0.001,1.0,0.001,0.001,0.001,0.001,0.11730661955790878,0.7154349313894937,0.001,0.001
0.01801959643153994,0.001,1.0,0.010875070531811137,0.9,0.001,0.001,0.001,0.1248020576446468,0.009139504149281552
0.9,0.001,0.010875070531811137,1.0,0.17579506851940585,0.9,0.2934236542930555,0.015273179565328143,0.9,0.9
0.24149914416722618,0.001,0.9,0.17579506851940585,1.0,0.011849448609830615,0.001,0.001,0.642155883554585,0.15739095212044785
0.9,0.001,0.001,0.9,0.011849448609830615,1.0,0.8619931246942123,0.20711482246247614,0.7740582069547193,0.9
0.2183395834986026,0.11730661955790878,0.001,0.2934236542930555,0.001,0.8619931246942123,1.0,0.9,0.039416718911356674,0.3210474252145594
0.009139504149281552,0.7154349313894937,0.001,0.015273179565328143,0.001,0.20711482246247614,0.9,1.0,0.001,0.01801959643153994
0.9,0.001,0.1248020576446468,0.9,0.642155883554585,0.7740582069547193,0.039416718911356674,0.001,1.0,0.9
0.9,0.001,0.009139504149281552,0.9,0.15739095212044785,0.9,0.3210474252145594,0.01801959643153994,0.9,1.0
