params,folds,accuracies,efficiencies,total_times,Reduced Features
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2S', 'k_fs': '80%'}",4,0.9696969696969697,0.008827524955826576,0.8742403984069824,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2S', 'k_fs': '80%'}",5,0.9696969696969697,0.008980620991099964,0.8894047737121582,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2S', 'k_fs': '80%'}",6,0.9595959595959596,0.008989423212378916,0.8902721405029297,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2S', 'k_fs': '80%'}",7,0.9393939393939394,0.008978244030114376,0.8891777992248535,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2S', 'k_fs': '80%'}",8,0.9595959595959596,0.009188047563186799,0.9099891185760498,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2S', 'k_fs': '80%'}",9,0.9494949494949495,0.009208604542896001,0.9119760990142822,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'VT', 'k_fs': '80%'}",0,0.898989898989899,0.009599907229645084,0.9507436752319336,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'VT', 'k_fs': '80%'}",1,0.8585858585858586,0.009539471732245551,0.9447481632232666,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'VT', 'k_fs': '80%'}",2,0.9292929292929293,0.00929509268866645,0.9205565452575684,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'VT', 'k_fs': '80%'}",3,0.9292929292929293,0.00909450078251386,0.9007124900817871,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'VT', 'k_fs': '80%'}",4,0.9494949494949495,0.00911653403079871,0.9028506278991699,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'VT', 'k_fs': '80%'}",5,0.9595959595959596,0.00915803090490476,0.9070131778717041,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'VT', 'k_fs': '80%'}",6,0.9797979797979798,0.00915762631580083,0.9069504737854004,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'VT', 'k_fs': '80%'}",7,0.9393939393939394,0.009450235752144246,0.9359183311462402,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'VT', 'k_fs': '80%'}",8,0.9494949494949495,0.010076176036487926,0.9978618621826172,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'VT', 'k_fs': '80%'}",9,0.9191919191919192,0.00932341633421002,0.9233698844909668,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'MI', 'k_fs': '80%'}",0,0.9292929292929293,0.009228920695757625,0.9139940738677979,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'MI', 'k_fs': '80%'}",1,0.9090909090909091,0.009198752316561613,0.9110150337219238,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'MI', 'k_fs': '80%'}",2,0.9090909090909091,0.009284281971478703,0.9194869995117188,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'MI', 'k_fs': '80%'}",3,0.9595959595959596,0.009142319361368815,0.9054303169250488,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'MI', 'k_fs': '80%'}",4,0.9696969696969697,0.009308388738921194,0.9218838214874268,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'MI', 'k_fs': '80%'}",5,0.9696969696969697,0.009458479255136817,0.9367625713348389,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'MI', 'k_fs': '80%'}",6,0.9595959595959596,0.0095399341197929,0.9447963237762451,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'MI', 'k_fs': '80%'}",7,0.9393939393939394,0.009443044662475586,0.9351987838745117,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'MI', 'k_fs': '80%'}",8,0.9595959595959596,0.009483732358373777,0.9392468929290771,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'MI', 'k_fs': '80%'}",9,0.9494949494949495,0.00954362117882931,0.9451632499694824,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2', 'k_fs': '80%'}",0,0.9292929292929293,0.009515926091357915,0.9424057006835938,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2', 'k_fs': '80%'}",1,0.9090909090909091,0.009343212301080877,0.9253475666046143,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2', 'k_fs': '80%'}",2,0.9090909090909091,0.009478740017823499,0.9387319087982178,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2', 'k_fs': '80%'}",3,0.9797979797979798,0.009341401283187096,0.9251346588134766,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2', 'k_fs': '80%'}",4,0.9696969696969697,0.009551997136588048,0.9459695816040039,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2', 'k_fs': '80%'}",5,0.9696969696969697,0.009240181759150342,0.9150972366333008,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2', 'k_fs': '80%'}",6,0.98989898989899,0.009377913041548296,0.9287340641021729,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2', 'k_fs': '80%'}",7,0.9393939393939394,0.009248413220800535,0.915945291519165,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2', 'k_fs': '80%'}",8,0.9797979797979798,0.009563667605621646,0.9471385478973389,2.0
"{'ds': 'vowel', 'K': '7', 'voting': 'BC', 'retention': 'DF', 'feature_selection': 'C2', 'k_fs': '80%'}",9,0.9494949494949495,0.009438642347701873,0.9347975254058838,2.0
