0,1,2,3,4,5,6,7,8,9
1.0,0.9,0.9,0.3359772224362546,0.027461788646958363,0.017611975816035463,0.03171048164112511,0.9,0.09015901315155539,0.9
0.9,1.0,0.9,0.03171048164112822,0.001,0.001,0.001,0.7562660485978361,0.004061559937723613,0.6477192382637145
0.9,0.9,1.0,0.3359772224362546,0.027461788646958363,0.017611975816035463,0.03171048164112511,0.9,0.09015901315155539,0.9
0.3359772224362546,0.03171048164112822,0.3359772224362546,1.0,0.9,0.9,0.9,0.837675800592525,0.9,0.9
0.027461788646958363,0.001,0.027461788646958363,0.9,1.0,0.9,0.9,0.23702274362063824,0.9,0.33597722243625405
0.017611975816035463,0.001,0.017611975816035463,0.9,0.9,1.0,0.9,0.17628545025630615,0.9,0.25973904181124985
0.03171048164112511,0.001,0.03171048164112511,0.9,0.9,0.9,1.0,0.2597390418112496,0.9,0.3648340964824902
0.9,0.7562660485978361,0.9,0.837675800592525,0.23702274362063824,0.17628545025630615,0.2597390418112496,1.0,0.4842234520781975,0.9
0.09015901315155539,0.004061559937723613,0.09015901315155539,0.9,0.9,0.9,0.9,0.4842234520781975,1.0,0.5934418674635775
0.9,0.6477192382637145,0.9,0.9,0.33597722243625405,0.25973904181124985,0.3648340964824902,0.9,0.5934418674635775,1.0
