params,folds,accuracies,efficiencies,total_times
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",0,0.25,0.002902877330780029,0.06508183479309082
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",1,0.3,0.0032853007316589354,0.06570601463317871
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",2,0.5,0.002837073802947998,0.05689501762390137
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",3,0.3,0.0024456858634948732,0.05700874328613281
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",4,0.35,0.0028128862380981446,0.05625772476196289
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",5,0.3,0.002119791507720947,0.042395830154418945
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",6,0.5,0.0020123958587646485,0.04065132141113281
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",7,0.35,0.0020383954048156737,0.04076790809631348
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",8,0.25,0.0024530172348022463,0.057134151458740234
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",9,0.55,0.002039670944213867,0.040793418884277344
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",0,0.25,0.004859602451324463,0.09719204902648926
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",1,0.25,0.0040650486946105955,0.08941221237182617
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",2,0.55,0.0056756377220153805,0.11351275444030762
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",3,0.3,0.003980576992034912,0.08761358261108398
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",4,0.4,0.004834091663360596,0.09668183326721191
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",5,0.35,0.0044484734535217285,0.08896946907043457
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",6,0.5,0.006092393398284912,0.12184786796569824
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",7,0.35,0.006502580642700195,0.1300516128540039
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",8,0.25,0.006078791618347168,0.1296825408935547
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",9,0.55,0.006439375877380371,0.12878751754760742
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DF'}",0,0.3,0.006074666976928711,0.12149333953857422
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DF'}",1,0.3,0.002848315238952637,0.056966304779052734
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DF'}",2,0.55,0.002860128879547119,0.05720257759094238
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DF'}",3,0.3,0.0028397083282470704,0.06513690948486328
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DF'}",4,0.4,0.0032699942588806153,0.0653998851776123
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DF'}",5,0.35,0.0032627344131469726,0.07334017753601074
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DF'}",6,0.55,0.0036468982696533205,0.0729379653930664
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DF'}",7,0.35,0.00364302396774292,0.08098602294921875
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DF'}",8,0.25,0.0032512187957763673,0.06502437591552734
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DF'}",9,0.55,0.002431666851043701,0.04863333702087402
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DD'}",0,0.25,0.003652667999267578,0.07305335998535156
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DD'}",1,0.25,0.0036655068397521973,0.07331013679504395
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DD'}",2,0.55,0.0036756396293640137,0.07351279258728027
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DD'}",3,0.3,0.003251779079437256,0.06503558158874512
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DD'}",4,0.4,0.0036565065383911133,0.07313013076782227
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DD'}",5,0.35,0.003673100471496582,0.07346200942993164
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DD'}",6,0.5,0.004033267498016357,0.08066534996032715
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DD'}",7,0.35,0.0036791563034057617,0.07358312606811523
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DD'}",8,0.25,0.003631925582885742,0.07275128364562988
"{'ds': 'vowel', 'K': 3, 'voting': 'MP', 'retention': 'DD'}",9,0.55,0.0040546894073486325,0.08109378814697266
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'NR'}",0,0.4,0.002440190315246582,0.04880380630493164
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'NR'}",1,0.4,0.0020162224769592284,0.0484318733215332
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'NR'}",2,0.55,0.002051043510437012,0.041020870208740234
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'NR'}",3,0.35,0.0020298361778259277,0.040596723556518555
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'NR'}",4,0.4,0.002438485622406006,0.04876971244812012
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'NR'}",5,0.4,0.0020391106605529784,0.04965710639953613
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'NR'}",6,0.5,0.002822840213775635,0.056456804275512695
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'NR'}",7,0.4,0.002017831802368164,0.04035663604736328
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'NR'}",8,0.4,0.0024483203887939453,0.048966407775878906
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'NR'}",9,0.65,0.0024315714836120605,0.04863142967224121
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'AR'}",0,0.4,0.0036675214767456056,0.07335042953491211
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'AR'}",1,0.4,0.003643643856048584,0.07287287712097168
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'AR'}",2,0.6,0.003655564785003662,0.07311129570007324
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'AR'}",3,0.35,0.004105520248413086,0.09352564811706543
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'AR'}",4,0.45,0.004067158699035645,0.08134317398071289
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'AR'}",5,0.45,0.003651547431945801,0.07303094863891602
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'AR'}",6,0.55,0.0040484309196472164,0.08096861839294434
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'AR'}",7,0.4,0.0036200761795043947,0.07293224334716797
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'AR'}",8,0.4,0.003925621509552002,0.08114290237426758
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'AR'}",9,0.65,0.003255307674407959,0.06510615348815918
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DF'}",0,0.4,0.003681588172912598,0.07363176345825195
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DF'}",1,0.4,0.0032461881637573242,0.06492376327514648
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DF'}",2,0.6,0.002839493751525879,0.05678987503051758
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DF'}",3,0.35,0.004063177108764649,0.08138179779052734
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DF'}",4,0.45,0.003266751766204834,0.06533503532409668
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DF'}",5,0.45,0.002427256107330322,0.048545122146606445
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DF'}",6,0.55,0.003660273551940918,0.07320547103881836
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DF'}",7,0.4,0.0032454848289489744,0.06490969657897949
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DF'}",8,0.4,0.003710222244262695,0.0742044448852539
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DF'}",9,0.65,0.0024256229400634764,0.056658267974853516
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DD'}",0,0.4,0.003661775588989258,0.07323551177978516
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DD'}",1,0.4,0.003259444236755371,0.07311630249023438
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DD'}",2,0.6,0.003233158588409424,0.06502556800842285
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DD'}",3,0.35,0.003250432014465332,0.07307052612304688
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DD'}",4,0.45,0.004563748836517334,0.09127497673034668
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DD'}",5,0.45,0.0036509037017822266,0.07301807403564453
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DD'}",6,0.55,0.0032521963119506838,0.06504392623901367
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DD'}",7,0.4,0.003203284740447998,0.06406569480895996
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DD'}",8,0.4,0.0036129117012023925,0.07237124443054199
"{'ds': 'vowel', 'K': 3, 'voting': 'BC', 'retention': 'DD'}",9,0.65,0.0032567620277404786,0.07348752021789551
"{'ds': 'vowel', 'K': 5, 'voting': 'MP', 'retention': 'NR'}",0,0.15,0.002438342571258545,0.0570378303527832
"{'ds': 'vowel', 'K': 5, 'voting': 'MP', 'retention': 'NR'}",1,0.2,0.001967978477478027,0.03944706916809082
"{'ds': 'vowel', 'K': 5, 'voting': 'MP', 'retention': 'NR'}",2,0.3,0.0023340702056884764,0.04668140411376953
"{'ds': 'vowel', 'K': 5, 'voting': 'MP', 'retention': 'NR'}",3,0.3,0.0024045825004577635,0.04809165000915527
"{'ds': 'vowel', 'K': 5, 'voting': 'MP', 'retention': 'NR'}",4,0.3,0.0020205140113830566,0.04882621765136719
"{'ds': 'vowel', 'K': 5, 'voting': 'MP', 'retention': 'NR'}",5,0.25,0.0020224452018737793,0.04843640327453613
"{'ds': 'vowel', 'K': 5, 'voting': 'MP', 'retention': 'NR'}",6,0.4,0.0024498939514160157,0.05701899528503418
"{'ds': 'vowel', 'K': 5, 'voting': 'MP', 'retention': 'NR'}",7,0.15,0.0016295671463012694,0.048900604248046875
"{'ds': 'vowel', 'K': 5, 'voting': 'MP', 'retention': 'NR'}",8,0.2,0.0024198293685913086,0.04839658737182617
"{'ds': 'vowel', 'K': 5, 'voting': 'MP', 'retention': 'NR'}",9,0.4,0.0024475812911987304,0.04895162582397461
