0,1,2,3,4,5,6,7,8,9
1.0,0.9,0.001,0.9,0.001,0.14839201960455772,0.001,0.9,0.9,0.001
0.9,1.0,0.001,0.5542234590756792,0.001,0.014045261260892339,0.001,0.9,0.9,0.001
0.001,0.001,1.0,0.001,0.9,0.117306619557907,0.9,0.001,0.001,0.8180237506330494
0.9,0.5542234590756792,0.001,1.0,0.07486034234373007,0.8913038641137269,0.007660647572752977,0.9,0.6128438257098147,0.001
0.001,0.001,0.9,0.07486034234373007,1.0,0.8766494542778331,0.9,0.001,0.001,0.0905173898327093
0.14839201960455772,0.014045261260892339,0.117306619557907,0.8913038641137269,0.8766494542778331,1.0,0.4482498777584646,0.10323550012061489,0.01954685328201422,0.001
0.001,0.001,0.9,0.007660647572752977,0.9,0.4482498777584646,1.0,0.001,0.001,0.4156888150541136
0.9,0.9,0.001,0.9,0.001,0.10323550012061489,0.001,1.0,0.9,0.001
0.9,0.9,0.001,0.6128438257098147,0.001,0.01954685328201422,0.001,0.9,1.0,0.001
0.001,0.001,0.8180237506330494,0.001,0.0905173898327093,0.001,0.4156888150541136,0.001,0.001,1.0
