0,1,2,3,4,5,6,7,8,9
1.0,0.9,0.9,0.9,0.8105409794715341,0.9,0.9,0.9,0.8648163884920332,0.9
0.9,1.0,0.512033396578579,0.3359772224362546,0.9,0.9,0.62058193826467,0.9,0.1952155244163436,0.9
0.9,0.512033396578579,1.0,0.9,0.1952155244163435,0.8648163884920332,0.9,0.6205819382646698,0.9,0.8919491928982427
0.9,0.3359772224362546,0.9,1.0,0.10184686012251265,0.7019900977181575,0.9,0.45497907259859716,0.9,0.7291321033181213
0.8105409794715341,0.9,0.1952155244163435,0.10184686012251265,1.0,0.9,0.28406524779079534,0.9,0.047934606690430925,0.9
0.9,0.9,0.8648163884920332,0.7019900977181575,0.9,1.0,0.9,0.9,0.5391689052317417,0.9
0.9,0.62058193826467,0.9,0.9,0.28406524779079534,0.9,1.0,0.7291321033181213,0.9,0.9
0.9,0.9,0.6205819382646698,0.45497907259859716,0.9,0.9,0.7291321033181213,1.0,0.2840652477907948,0.9
0.8648163884920332,0.1952155244163436,0.9,0.9,0.047934606690430925,0.5391689052317417,0.9,0.2840652477907948,1.0,0.5663044449137624
0.9,0.9,0.8919491928982427,0.7291321033181213,0.9,0.9,0.9,0.9,0.5663044449137624,1.0
