0,1,2,3,4,5,6,7,8,9
1.0,0.029059896885581527,0.05270645026810994,0.7447453845267715,0.8619931246942119,0.52491127829949,0.001,0.9,0.001,0.9
0.029059896885581527,1.0,0.001,0.001,0.001,0.001,0.001,0.07486034234371997,0.001,0.13148806977085203
0.05270645026810994,0.001,1.0,0.9,0.8326823960962341,0.9,0.22989313930341004,0.01954685328201422,0.0854628453314531,0.009139504149281552
0.7447453845267715,0.001,0.9,1.0,0.9,0.9,0.0027623292423808454,0.5542234590756792,0.001,0.4156888150541165
0.8619931246942119,0.001,0.8326823960962341,0.9,1.0,0.9,0.0012517501902832295,0.6714700108942135,0.001,0.539566967405986
0.52491127829949,0.001,0.9,0.9,0.9,1.0,0.010875070531811137,0.3210474252145564,0.0022745142684613695,0.20711482246247614
0.001,0.001,0.22989313930341004,0.0027623292423808454,0.0012517501902832295,0.010875070531811137,1.0,0.001,0.9,0.001
0.9,0.07486034234371997,0.01954685328201422,0.5542234590756792,0.6714700108942135,0.3210474252145564,0.001,1.0,0.001,0.9
0.001,0.001,0.0854628453314531,0.001,0.001,0.0022745142684613695,0.9,0.001,1.0,0.001
0.9,0.13148806977085203,0.009139504149281552,0.4156888150541165,0.539566967405986,0.20711482246247614,0.001,0.9,0.001,1.0
