params,folds,accuracies,efficiencies,total_times
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",0,1.0,0.002108418941497803,0.04336714744567871
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",1,0.9,0.0016121864318847656,0.033585548400878906
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",2,0.55,0.002847433090209961,0.057952165603637695
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",3,0.9,0.001867198944091797,0.03839421272277832
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",4,0.9,0.001668834686279297,0.03442835807800293
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",5,0.9,0.0021946907043457033,0.04600238800048828
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",6,0.95,0.0018687844276428223,0.03943014144897461
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",7,0.9,0.002146446704864502,0.04593777656555176
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",8,0.9,0.0016333103179931641,0.034656524658203125
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'NR'}",9,0.85,0.0016699433326721191,0.03339886665344238
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",0,1.0,0.003555738925933838,0.07306361198425293
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",1,0.9,0.004255855083465576,0.08715248107910156
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",2,0.65,0.0032961368560791016,0.06794857978820801
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",3,0.95,0.0032927274703979494,0.06679987907409668
"{'ds': 'pen-based', 'K': 3, 'voting': 'MP', 'retention': 'AR'}",4,0.9,0.0034445524215698242,0.07089877128601074
